PRCP,TMAX,TMIN,
0,60,35,0
0,68,36,0
0,70,41,0
0,69,42,0
0.02,49,42,1
0,59,33,0
0,65,33,0
0,56,41,0
0,67,34,0
0,64,40,0
0,63,41,0
0,57,46,0
0.7,53,43,1
0.06,49,34,1
0.09,58,31,1
0.44,57,41,1
0.06,53,37,1
0.12,59,33,1
0,56,38,0
0,56,34,0
0,55,37,0
0,62,42,0
0,66,43,0
0.03,54,45,1
0,65,44,0
0,67,48,0
0.06,66,49,1
0.04,70,44,1
0.09,60,46,1
0,58,44,0
0,64,44,0
0,80,46,0
0,80,49,0
0,67,49,0
0.21,60,48,1
0.1,58,49,1
0.24,60,48,1
0,65,44,0
0,67,45,0
0,71,44,0
0,65,46,0
0,74,40,0
0,80,49,0
0.04,60,48,1
0,62,45,0
0,64,42,0
0,58,46,0
0,65,44,0
0,72,47,0
0.06,62,46,1
0.02,71,54,1
0.02,64,49,1
0.01,67,49,1
0,70,45,0
0,73,45,0
0,71,48,0
0,61,45,0
0.32,51,40,1
0,62,38,0
0,66,42,0
0.04,64,45,1
0.02,59,49,1
0,57,49,0
0,70,50,0
0,75,50,0
0,70,47,0
0.03,63,50,1
0.06,63,48,1
0.15,64,45,1
0,69,40,0
0,72,45,0
0,70,51,0
0,69,49,0
0.06,57,50,1
0.2,66,53,1
0.05,61,52,1
0,67,53,0
0,68,51,0
0,73,45,0
0,81,52,0
0,68,50,0
0,66,47,0
0,74,46,0
0,82,52,0
0,87,53,0
0,89,56,0
0,87,55,0
0,79,54,0
0,74,55,0
0,82,55,0
0,88,55,0
0,80,54,0
0,69,52,0
0,72,49,0
0,72,47,0
0,69,52,0
0.02,64,51,1
0,69,49,0
0.33,61,52,1
0.06,69,55,1
0,71,54,0
0,77,51,0
0,76,49,0
0,78,50,0
0,80,50,0
0,78,50,0
0,81,49,0
0,75,52,0
0,75,51,0
0,79,48,0
0,89,55,0
0,92,56,0
0,68,55,0
0,73,56,0
0,67,54,0
0,83,57,0
0,88,56,0
0,79,56,0
0,85,51,0
0,88,56,0
0,73,55,0
0,67,57,0
0,68,55,0
0,69,54,0
0,70,51,0
0,63,53,0
0,69,49,0
0,73,47,0
0,75,47,0
0.38,68,54,1
0,70,49,0
0.09,67,51,1
0.23,64,53,1
0,70,52,0
0,70,44,0
0,75,46,0
0,69,50,0
0,75,47,0
0,72,48,0
0,81,51,0
0,78,52,0
0.01,72,53,1
0,72,42,0
0.12,64,47,1
0.12,63,52,1
0,64,49,0
0.06,58,49,1
0,60,40,0
0,65,39,0
0,67,40,0
0.01,65,46,1
0,66,39,0
0,74,47,0
0,73,42,0
0,70,44,0
0,76,49,0
0,80,52,0
0,76,56,0
0,80,55,0
0,88,50,0
0,85,48,0
0,78,48,0
0,66,49,0
0,64,48,0
0,64,50,0
0,66,50,0
0,68,45,0
0,68,47,0
0,68,53,0
0,64,49,0
0,75,45,0
0,69,46,0
0,74,48,0
0,77,42,0
0,78,42,0
0,72,42,0
0,64,50,0
0,61,50,0
0,62,48,0
0,65,47,0
0,65,45,0
0,61,45,0
0,67,44,0
0,69,35,0
0,62,38,0
0,65,44,0
0,67,40,0
0,64,52,0
0.3,61,50,1
0,60,52,0
0.05,52,50,1
0.36,60,50,1
0.02,61,48,1
0,60,44,0
0,52,40,0
0,58,39,0
0,58,38,0
0.23,58,47,1
0.11,57,44,1
0.22,50,42,1
0,53,36,0
0,55,31,0
0,61,44,0
0,55,48,0
0,54,46,0
0,54,35,0
0,53,31,0
0,64,39,0
0.18,52,35,1
0.37,58,45,1
0.2,52,42,1
0.05,54,38,1
0.11,52,39,1
0.02,51,40,1
0,51,31,0
0,46,32,0
0.01,46,34,1
0,53,37,0
0,48,35,0
0,48,38,0
0,46,34,0
0,45,26,0
0,42,25,0
0,37,27,0
0,36,29,0
0,33,25,0
0,36,22,0
0,35,17,0
0,42,22,0
0.17,41,26,1
0.26,47,32,1
0.23,44,40,1
0.37,47,42,1
0.18,54,43,1
0.29,43,37,1
0.38,46,37,1
0.16,45,39,1
0.11,42,35,1
0.23,44,35,1
0,46,35,0
0.36,52,33,1
0.32,58,50,1
0,59,40,0
0,58,33,0
0.06,41,31,1
0.03,48,35,1
0,46,31,0
0.01,41,33,1
0.15,43,37,1
0.07,41,34,1
0.77,46,33,1
0.01,41,36,1
0.01,46,34,1
0,45,27,0
0,42,33,0
0.02,46,37,1
0,51,38,0
0.58,47,38,1
0.21,49,39,1
0.13,54,41,1
0.08,45,36,1
0.04,44,37,1
1.36,55,39,1
0,52,36,0
0,45,34,0
0,47,31,0
0.42,44,26,1
0.71,46,41,1
0.69,54,41,1
0.54,53,36,1
0.19,47,35,1
1.26,55,41,1
0.27,52,47,1
0.14,50,44,1
0.02,48,43,1
0.49,51,41,1
0.3,45,40,1
0.56,48,40,1
0.99,52,44,1
0.14,51,44,1
0.02,50,42,1
0.06,46,40,1
1.29,50,41,1
0.23,54,46,1
0.24,49,43,1
0.3,45,38,1
0.35,40,32,1
0.48,43,35,1
0.47,49,38,1
0.37,48,44,1
0.26,51,45,1
0.73,54,44,1
0.2,47,42,1
0.45,47,41,1
0.58,51,38,1
0.14,45,37,1
0.3,47,39,1
0.42,52,45,1
0.31,51,36,1
0,45,32,0
0,45,27,0
0.01,46,31,1
0,47,36,0
0,46,34,0
0,40,34,0
0,48,36,0
0.05,43,35,1
0.6,48,39,1
0.16,43,31,1
0,43,30,0
0,46,29,0
0.02,44,33,1
0.03,45,36,1
0,45,34,0
0,47,31,0
0,48,28,0
0,48,27,0
0.01,47,31,1
0.28,46,38,1
0.14,39,31,1
0,43,25,0
0,43,28,0
0,48,36,0
0,48,41,0
0,48,41,0
0.01,48,35,1
0,57,31,0
0,58,38,0
0,53,37,0
0.16,50,41,1
0.16,50,40,1
0.17,48,34,1
0,47,33,0
0,47,26,0
0.33,49,39,1
0,47,36,0
0.12,47,34,1
0.38,46,33,1
0,53,33,0
0.07,47,35,1
0.03,47,39,1
0.1,47,40,1
0,63,43,0
0.98,59,38,1
0.01,50,33,1
0,60,40,0
0.47,52,39,1
0.51,49,38,1
0,52,38,0
0.18,49,34,1
0.04,48,32,1
0,48,29,0
0,59,33,0
0.08,55,42,1
0.13,50,38,1
0.18,50,34,1
0.02,48,35,1
0.11,43,35,1
0,49,35,0
0,55,34,0
0,57,30,0
0.04,45,38,1
0.09,45,37,1
0.04,48,36,1
0,54,35,0
0,58,34,0
0.23,57,42,1
0,59,36,0
0,62,38,0
0,65,50,0
0,61,46,0
0.2,56,45,1
0.32,56,47,1
0.02,56,43,1
0,61,34,0
0.14,58,47,1
0.17,62,46,1
0.27,60,44,1
0,56,39,0
0.06,60,36,1
0,55,41,0
0,56,41,0
0,58,35,0
0,72,45,0
0,82,44,0
0,86,57,0
0.08,72,49,1
0.48,58,45,1
0.03,55,42,1
0.1,56,40,1
0,56,38,0
0,63,35,0
0,73,40,0
0,69,46,0
0.03,51,45,1
0,57,47,0
0,59,47,0
0,62,48,0
0.47,58,47,1
0,57,42,0
0,60,41,0
0.42,55,42,1
0.03,58,40,1
0.1,58,40,1
0.51,49,43,1
0,60,41,0
0.11,71,47,1
0,59,50,0
0,65,47,0
0.15,57,46,1
0,58,43,0
0,63,35,0
0,60,45,0
0,62,45,0
0,67,43,0
0.03,60,45,1
0.11,61,41,1
0.07,61,50,1
0.33,60,48,1
0,64,46,0
0,69,45,0
0,71,50,0
0.05,71,50,1
0.6,59,49,1
0.37,61,49,1
0,66,48,0
0.01,66,49,1
0,71,47,0
0,58,49,0
0.12,59,46,1
0.04,59,47,1
0,59,47,0
0,63,48,0
0.04,61,46,1
0.03,60,45,1
0,61,50,0
0,63,50,0
0.02,63,50,1
0.01,62,51,1
0,62,50,0
0.02,71,51,1
0,68,50,0
0,71,51,0
0,73,49,0
0,66,51,0
0,72,50,0
0,79,51,0
0,83,53,0
0.03,88,53,1
0.5,72,55,1
0,76,52,0
0,80,55,0
0,81,56,0
0,73,56,0
0.03,66,56,1
0,71,53,0
0,68,50,0
0,74,50,0
0,81,48,0
0.05,63,53,1
0,67,52,0
0,71,50,0
0,78,51,0
0.05,70,51,1
0,68,51,0
0,70,43,0
0,67,50,0
0,69,52,0
0,71,52,0
0,74,47,0
0,60,49,0
0,68,53,0
0,69,52,0
0,72,50,0
0,79,46,0
0,68,52,0
0,74,53,0
0,77,55,0
0.11,68,55,1
0,75,57,0
0.13,67,56,1
0.19,70,53,1
0,77,49,0
0,81,53,0
0,77,49,0
0,79,51,0
0,85,49,0
0,68,56,0
0,69,53,0
0,76,50,0
0,82,54,0
0,81,54,0
0,71,53,0
0,73,53,0
0.08,74,52,1
0.03,68,53,1
0.01,68,50,1
0.01,71,52,1
0.42,66,54,1
0.12,68,56,1
0,64,53,0
0,73,52,0
0,67,52,0
0.01,69,57,1
0,64,55,0
0,70,55,0
0,77,53,0
0,83,50,0
0,86,51,0
0,73,56,0
0,68,59,0
0,73,53,0
0,76,47,0
0,78,52,0
0.07,80,50,1
0.03,71,53,1
0,74,48,0
0,72,52,0
0,75,48,0
0.07,64,45,1
0,65,45,0
0,71,44,0
0,68,52,0
0,74,48,0
0,76,43,0
0.2,63,56,1
0.02,63,50,1
0,65,40,0
0,63,40,0
0.01,60,47,1
0.73,63,51,1
0.22,59,49,1
0.28,60,49,1
1.65,57,47,1
0.35,57,46,1
0,61,46,0
0,68,46,0
0,67,46,0
0,76,49,0
0,67,52,0
0,73,46,0
0.4,65,56,1
1.27,63,56,1
0.33,63,47,1
0,60,43,0
0,62,40,0
0,64,48,0
0,51,45,0
0,64,49,0
0.09,63,48,1
0.45,57,50,1
0.47,57,47,1
0.05,60,44,1
0.1,57,44,1
0,53,40,0
0,59,35,0
0,59,32,0
0,53,39,0
0,56,42,0
0,59,40,0
0,62,41,0
0,60,43,0
0.12,57,50,1
0.21,57,49,1
0.59,55,52,1
0.77,54,36,1
0,51,33,0
0,54,29,0
0,54,33,0
0.44,52,41,1
0.28,51,44,1
0.09,53,39,1
0,60,37,0
0,56,42,0
0.17,61,40,1
0.19,60,49,1
0.04,60,45,1
0.25,58,49,1
0.13,58,51,1
0.27,52,44,1
0.76,45,39,1
0.26,44,37,1
0.11,47,38,1
0.33,45,38,1
0.02,49,37,1
0.99,52,38,1
0.14,54,44,1
0.12,55,43,1
0.04,52,47,1
0.59,56,39,1
0.22,45,36,1
0.14,51,39,1
0.15,51,40,1
0.59,54,45,1
0.13,52,42,1
0.07,48,42,1
0.06,49,42,1
0.44,47,41,1
0,45,40,0
1,48,35,1
0.23,40,35,1
0,40,32,0
0.45,51,35,1
0.72,51,38,1
0,44,36,0
0.6,50,38,1
0,50,35,0
0.01,44,32,1
0.17,48,40,1
0,47,38,0
0,51,33,0
0.28,48,32,1
0.08,50,43,1
1.19,51,44,1
0.06,48,43,1
0,47,36,0
0,41,31,0
0.14,44,32,1
0,47,40,0
0.01,46,39,1
0.28,46,40,1
0.03,47,38,1
0.07,49,37,1
0,42,35,0
0,47,39,0
0.03,49,44,1
0.04,44,36,1
0.44,51,34,1
0.48,44,37,1
0.79,44,37,1
1.27,53,37,1
0.56,44,40,1
0.38,46,40,1
0,46,36,0
0.06,44,37,1
0,44,35,0
0,41,31,0
0,40,29,0
0.06,44,33,1
0.29,44,34,1
0.06,36,23,1
0.25,29,22,1
0.43,33,27,1
0.24,32,23,1
0,28,18,0
0.02,28,16,1
1.64,40,27,1
0.79,37,32,1
0.04,36,32,1
0.04,33,29,1
0.1,39,30,1
0.04,36,30,1
0.12,39,30,1
0.03,43,33,1
0.03,40,28,1
0.06,48,37,1
0.1,55,41,1
0,50,33,0
0,41,30,0
0,58,28,0
0,48,33,0
0,51,35,0
0,54,31,0
0,58,32,0
0,46,33,0
0,41,35,0
0,45,31,0
0.45,42,28,1
1.23,55,37,1
0.2,49,40,1
0.03,45,34,1
0.05,46,39,1
0.06,55,45,1
0.33,57,38,1
0.22,40,35,1
0.63,48,40,1
0.31,50,43,1
0.57,50,41,1
0,50,41,0
0.01,53,38,1
0.05,48,40,1
0.17,46,37,1
0,47,34,0
0,47,31,0
0.07,44,37,1
0,46,30,0
0,48,35,0
0,52,30,0
0,58,28,0
0,53,30,0
0.03,43,32,1
0.12,42,29,1
0.83,53,39,1
0.48,55,36,1
0.16,43,32,1
0.05,42,29,1
0,45,25,0
0.04,45,28,1
0,47,33,0
0.14,55,37,1
0.05,48,34,1
0,48,32,0
0,53,29,0
0,59,36,0
0,53,34,0
0,53,29,0
0,57,29,0
0,53,28,0
0,56,37,0
0.02,55,31,1
0.07,45,40,1
0.08,42,31,1
0,43,26,0
0,51,24,0
0,56,27,0
0,49,34,0
0.02,46,39,1
0.4,49,39,1
0.39,56,44,1
0.52,56,44,1
0.26,53,40,1
0.01,48,37,1
0,53,38,0
0.29,50,38,1
0.07,49,35,1
0,53,33,0
0,70,36,0
0.46,53,45,1
0,55,40,0
0.01,51,36,1
0,59,38,0
0,67,45,0
0,54,43,0
0,50,40,0
0.04,53,40,1
0,55,36,0
0,59,36,0
0,55,36,0
0,58,31,0
0,57,34,0
0,52,38,0
0.1,44,35,1
0,51,32,0
0,52,32,0
0.07,49,35,1
0,49,32,0
0,59,28,0
0.01,65,45,1
0,61,46,0
0,62,41,0
0,59,44,0
0,64,39,0
0,74,47,0
0,71,47,0
0,59,48,0
0,62,50,0
0.47,58,44,1
0.02,57,44,1
0,60,45,0
0,67,42,0
0,71,47,0
0,71,42,0
0,75,46,0
0,75,46,0
0,66,45,0
0.13,62,47,1
0,60,46,0
0,66,44,0
0,70,48,0
0.01,62,46,1
0.09,61,45,1
0.61,53,42,1
0,61,41,0
0,62,38,0
0.08,61,46,1
0.16,58,47,1
0.31,59,43,1
0,62,42,0
0,73,44,0
0.28,66,48,1
0,62,42,0
0.16,61,44,1
0.02,55,47,1
0,61,48,0
0,66,46,0
0,64,49,0
0,67,50,0
0,64,51,0
0.08,64,50,1
0,62,47,0
0.18,66,47,1
0.37,58,47,1
0.04,59,42,1
0,60,43,0
0,64,43,0
0.24,62,52,1
0.06,70,52,1
0,71,52,0
0,66,51,0
0,65,50,0
0,71,47,0
0.01,74,50,1
0.02,67,53,1
0.14,61,48,1
0,67,45,0
0,77,50,0
0.84,59,53,1
0.75,57,49,1
0,66,43,0
0,70,44,0
0,72,50,0
0,68,50,0
0,80,55,0
0.13,65,56,1
0.01,68,49,1
0.46,62,51,1
0.08,63,55,1
0,70,53,0
0,71,47,0
0,75,52,0
0,71,52,0
0,68,53,0
0,69,53,0
0,71,55,0
0,70,55,0
0,65,54,0
0.03,62,52,1
0,68,52,0
0,73,49,0
0,71,54,0
0,73,48,0
0,68,47,0
0,68,50,0
0,69,53,0
0,72,49,0
0,76,45,0
0,75,49,0
0,78,47,0
0,80,50,0
0.01,64,53,1
0.05,66,52,1
0,64,53,0
0,70,53,0
0,74,56,0
0,74,49,0
0,68,52,0
0,70,51,0
0,73,46,0
0,71,46,0
0,69,52,0
0,65,52,0
0.14,62,55,1
0.01,65,56,1
0.29,66,55,1
0,68,55,0
0.37,68,50,1
0.1,66,57,1
0,67,57,0
0,70,54,0
0.21,64,57,1
0.03,65,49,1
0,63,49,0
0.23,68,45,1
0.06,67,50,1
0,70,49,0
0,73,57,0
0.03,78,57,1
0.04,64,57,1
0,73,57,0
0,71,52,0
0,71,49,0
0.01,65,54,1
0,65,54,0
0.01,67,51,1
0,71,50,0
0.14,70,52,1
0.02,71,55,1
0,76,51,0
0.48,66,54,1
0,66,52,0
0.17,65,54,1
0,68,51,0
0.06,62,52,1
0.08,64,53,1
0.36,61,54,1
0.28,58,54,1
0.05,62,53,1
0,64,52,0
0,69,55,0
0,68,51,0
0,67,55,0
0,69,54,0
0,70,53,0
0,71,55,0
0,69,48,0
0.02,58,45,1
0,60,44,0
0,63,37,0
0,60,40,0
0,62,38,0
0.01,59,36,1
0,62,44,0
0,55,46,0
0,58,46,0
0,70,48,0
0.11,69,54,1
0.08,63,53,1
0.04,63,49,1
0.33,59,52,1
0.13,56,47,1
0,57,41,0
0,55,35,0
0,72,45,0
0,76,48,0
0,69,48,0
0.01,63,47,1
0,62,43,0
0.7,57,44,1
0.39,52,44,1
0,55,40,0
0.09,54,39,1
0.02,50,37,1
0,50,33,0
0,51,31,0
0,56,29,0
0,57,33,0
0,54,33,0
0,47,41,0
0,54,40,0
0,62,42,0
0,60,36,0
0,52,46,0
0,57,47,0
0.4,56,45,1
0.81,61,50,1
0,56,45,0
0.09,59,45,1
0.38,58,49,1
0.08,60,42,1
0.05,60,45,1
0.29,55,46,1
0.02,56,46,1
0.53,55,45,1
0.27,55,45,1
0.33,54,48,1
0.31,53,46,1
0.98,56,44,1
0.87,54,51,1
0.55,57,47,1
0,55,45,0
0,62,45,0
0.23,58,47,1
0,49,40,0
0.26,56,39,1
1,54,49,1
0.14,52,43,1
0,50,35,0
0.08,43,33,1
0,37,33,0
0,41,29,0
0,45,33,0
0,42,28,0
0,47,30,0
0.04,53,40,1
0.26,55,44,1
0.27,46,40,1
0,45,37,0
0,49,36,0
0.48,47,38,1
0,46,36,0
0,45,34,0
1.15,44,39,1
0.09,46,39,1
0.3,52,40,1
0,44,31,0
0,43,27,0
0,47,30,0
0,38,27,0
0,41,27,0
0,51,38,0
0.27,49,45,1
0,51,41,0
0.71,51,42,1
0.32,42,35,1
0.08,37,33,1
0,37,28,0
0.03,38,31,1
0.31,45,33,1
0.15,44,41,1
0.68,50,44,1
0.06,46,42,1
0.21,44,36,1
0.06,39,32,1
0,44,29,0
0.31,37,28,1
0,41,32,0
0,40,35,0
0,42,34,0
0.52,40,35,1
0,44,32,0
0,39,34,0
0,42,35,0
0.04,46,40,1
0.01,45,37,1
0,44,34,0
0.32,44,35,1
0.31,41,31,1
0.08,44,35,1
0,50,37,0
0,41,27,0
0.04,41,36,1
0.03,44,30,1
0.02,50,38,1
0.44,48,45,1
0.51,47,40,1
0,47,37,0
0,47,32,0
0,40,33,0
0,38,33,0
0.04,49,33,1
0.02,48,39,1
0.39,47,39,1
0.01,44,34,1
0,43,28,0
0,43,29,0
0.22,46,38,1
0,44,38,0
0.19,48,38,1
2.58,48,44,1
0.14,47,33,1
0,41,28,0
0,46,27,0
0,50,37,0
0.2,45,37,1
0,51,41,0
0.12,48,41,1
0,46,33,0
0.05,47,29,1
0.01,42,27,1
0,41,21,0
0,41,23,0
0,45,25,0
0,49,29,0
0,46,36,0
0.04,45,32,1
0.1,41,30,1
0.01,41,32,1
0.1,36,28,1
0,37,27,0
0.53,40,33,1
0.13,37,33,1
0.17,40,29,1
0.29,38,22,1
0,29,11,0
0,37,13,0
0,45,29,0
0,47,28,0
0,46,35,0
0.07,52,39,1
0.07,49,37,1
0.15,44,35,1
0.31,44,33,1
0.26,44,33,1
0,44,32,0
0,49,30,0
0,43,31,0
0,48,27,0
0,48,35,0
0,47,29,0
0,46,26,0
0.29,46,37,1
0.17,47,37,1
0,49,36,0
0.01,44,34,1
0.13,44,32,1
0,54,33,0
0,64,41,0
0.39,54,42,1
0.27,51,38,1
0.23,45,39,1
0.31,53,41,1
0.2,50,37,1
0,49,35,0
0,50,37,0
0,55,32,0
0,61,31,0
0,70,35,0
0.16,62,44,1
0.42,53,44,1
0.56,55,40,1
0.43,50,38,1
0.02,48,37,1
0.47,49,38,1
0.11,46,34,1
0.16,47,33,1
0.04,47,34,1
0.76,49,37,1
0.01,53,35,1
0,53,36,0
0.07,53,37,1
0.02,50,39,1
0.02,54,37,1
0.03,52,39,1
0.01,50,36,1
0.01,50,32,1
0,50,35,0
0.14,53,36,1
0,48,34,0
0,60,31,0
0,56,40,0
0,62,35,0
0,55,39,0
0,54,40,0
0,57,43,0
0,65,38,0
0,60,39,0
0,62,39,0
0.06,63,38,1
0.06,58,38,1
0,62,38,0
0.12,54,47,1
0.3,57,46,1
0.01,54,40,1
0.3,50,39,1
0.43,61,39,1
0,57,46,0
0,56,45,0
0,63,50,0
0,70,52,0
0.05,60,45,1
0,59,43,0
0,58,42,0
0,57,39,0
0,60,44,0
0,65,45,0
0.02,57,47,1
0.03,57,43,1
0,60,40,0
0.03,68,43,1
0.01,59,44,1
0.53,52,42,1
0,57,41,0
0,57,44,0
0.03,55,48,1
0.03,61,50,1
0.01,63,50,1
0,60,47,0
0,71,47,0
0,74,49,0
0,85,53,0
0,96,63,0
0,75,54,0
0,74,50,0
0,63,48,0
0,59,46,0
0,60,43,0
0,62,48,0
0,63,44,0
0.02,63,50,1
0.1,61,48,1
0,67,43,0
0,77,49,0
0,76,50,0
0.18,63,51,1
0,65,51,0
0.02,65,50,1
0.02,69,49,1
0.2,66,53,1
0.14,63,52,1
0.11,65,51,1
0.01,65,50,1
0.4,57,46,1
0.01,61,47,1
0,62,45,0
0.21,59,51,1
0,63,50,0
0,67,50,0
0,66,52,0
0,61,47,0
0,69,53,0
0.08,62,54,1
0.02,64,54,1
0,72,54,0
0,77,54,0
0,80,54,0
0,82,54,0
0,74,51,0
0.04,66,52,1
0,75,48,0
0,70,53,0
0,73,51,0
0,76,50,0
0,78,49,0
0,72,50,0
0,72,47,0
0.01,62,51,1
0.13,66,51,1
0.62,69,53,1
0.18,67,54,1
0.13,65,50,1
0.02,66,55,1
0.39,63,54,1
0.26,69,57,1
0.05,70,54,1
0,69,52,0
0,70,51,0
0,74,50,0
0,78,50,0
0,84,53,0
0,75,53,0
0.08,65,52,1
0,73,48,0
0,78,51,0
0,66,51,0
0,65,52,0
0,69,44,0
0,74,44,0
0,71,47,0
0,69,54,0
0,76,48,0
0,77,53,0
0,65,55,0
0.04,71,54,1
0,75,47,0
0,72,49,0
0,64,46,0
0,66,50,0
0,65,52,0
0,68,53,0
0,73,46,0
0,74,51,0
0,87,50,0
0,64,55,0
0,64,51,0
0,77,49,0
0,79,52,0
0,73,53,0
0,80,56,0
0,86,54,0
0,77,54,0
0,63,54,0
0,63,57,0
0,67,58,0
0,66,57,0
0,68,51,0
0,69,45,0
0.51,61,51,1
0.33,59,46,1
0.13,57,49,1
0.11,60,50,1
0.03,63,48,1
0,67,41,0
0,69,44,0
0.02,55,42,1
0,60,39,0
0,63,37,0
0,65,46,0
0,67,39,0
0,69,39,0
0.18,60,44,1
0.14,56,47,1
0.07,58,46,1
0,61,46,0
0,63,44,0
0,65,47,0
0,62,51,0
0.02,60,51,1
0.41,57,43,1
0,58,41,0
0,64,37,0
0.67,51,45,1
1.01,52,45,1
1.19,51,46,1
0,56,42,0
0.09,48,43,1
0.01,60,47,1
0,68,46,0
0.01,63,48,1
0,60,47,0
0,60,44,0
0,65,46,0
0,52,44,0
0.01,55,43,1
0,54,44,0
0,53,47,0
0,58,40,0
0,60,37,0
0.98,62,50,1
0.84,61,44,1
0.29,50,39,1
0.17,50,39,1
0.02,55,47,1
0.82,56,44,1
0,44,40,0
0.06,46,39,1
0.01,48,36,1
2.18,55,39,1
0.44,58,53,1
0.08,56,39,1
0,50,34,0
0.06,48,43,1
0.07,55,40,1
0.18,54,49,1
0.02,60,51,1
0.16,54,36,1
0.12,38,15,1
0,21,13,0
0,23,14,0
0,23,9,0
0,24,6,0
0,31,21,0
0.35,31,23,1
1.28,48,29,1
0.29,48,37,1
0.07,45,35,1
0,43,35,0
0.06,44,33,1
0.42,44,37,1
0.73,48,43,1
0.34,47,43,1
1.12,45,35,1
0.21,49,36,1
0.24,48,35,1
0.15,46,42,1
0.38,47,40,1
0.79,45,38,1
0.08,43,37,1
0,44,33,0
0,43,28,0
0.39,44,31,1
0.45,45,38,1
0,51,34,0
0.58,46,38,1
0.02,48,39,1
0.46,50,35,1
1.32,55,39,1
0,43,33,0
0,37,28,0
0,42,28,0
0.05,37,33,1
0.06,34,31,1
0,38,28,0
0.23,35,25,1
0.3,44,33,1
1.93,49,40,1
0.88,52,42,1
0.83,49,35,1
0.15,37,34,1
0.06,50,36,1
0,51,44,0
0.79,44,32,1
0.13,40,29,1
0,37,29,0
0,36,25,0
0,42,26,0
0,41,24,0
0.28,43,33,1
0.88,42,35,1
0.95,43,39,1
0.95,48,36,1
0.34,52,37,1
1.22,47,34,1
0.13,43,31,1
0.09,44,31,1
0.11,44,37,1
0.09,46,35,1
0,56,40,0
0.34,55,39,1
0.03,45,36,1
0.61,43,35,1
0.89,50,40,1
0.05,47,40,1
0.13,48,38,1
0.06,48,37,1
0.38,47,38,1
0.11,47,41,1
0.34,46,40,1
0.3,51,41,1
0.29,44,33,1
0.02,41,31,1
0,42,29,0
0,38,28,0
0,36,23,0
0.08,36,28,1
0,34,23,0
0,33,17,0
0,35,17,0
0,40,19,0
0,38,21,0
0,45,29,0
0.12,39,32,1
0.05,41,38,1
0.02,42,37,1
0.02,46,32,1
0,42,27,0
0,40,28,0
0.03,42,38,1
0.02,46,40,1
0,44,35,0
0.01,39,28,1
0.23,40,24,1
0,24,13,0
0.03,25,13,1
0.12,33,25,1
0,41,28,0
0,45,35,0
0.17,46,35,1
0.47,43,31,1
0.05,43,31,1
0.29,36,30,1
0.1,41,34,1
0,44,36,0
0.23,40,33,1
0.07,46,35,1
0.05,47,42,1
0.09,43,37,1
0.16,46,41,1
0.45,49,36,1
0.28,40,32,1
0.14,40,31,1
0.01,39,30,1
0,43,29,0
0.61,41,35,1
0,43,34,0
0.14,40,28,1
0.02,39,20,1
0,43,23,0
0,40,25,0
0,43,34,0
0,48,32,0
0,54,30,0
0,55,30,0
0,62,34,0
0,66,33,0
0,48,37,0
0.28,45,36,1
0.31,55,43,1
0.28,50,40,1
0.55,49,40,1
0.21,49,39,1
0.49,50,38,1
0.02,48,35,1
0,50,35,0
0.44,51,40,1
0.17,48,42,1
0.36,48,39,1
0.03,51,37,1
0.01,51,35,1
0.03,50,38,1
0,48,38,0
0,51,36,0
0,50,33,0
0.1,54,31,1
0.18,53,40,1
0,55,37,0
0,61,37,0
0,68,42,0
0,63,43,0
0,66,40,0
0,67,38,0
0,50,43,0
0.01,58,42,1
0,55,36,0
0,62,34,0
0,67,38,0
0,74,42,0
0,73,45,0
0,65,46,0
0,62,45,0
0,61,37,0
0,66,40,0
0,68,41,0
0,65,40,0
0,55,40,0
0,57,45,0
0,57,43,0
0,62,37,0
0,56,42,0
0,57,44,0
0,61,45,0
0.14,53,48,1
0.05,63,47,1
0,67,44,0
0,70,44,0
0,70,46,0
0,66,46,0
0.18,56,42,1
0.02,57,38,1
0,59,41,0
0,65,37,0
0,68,45,0
0,75,44,0
0,77,48,0
0,85,51,0
0,85,54,0
0,67,53,0
0,66,51,0
0,68,47,0
0,79,46,0
0,66,49,0
0,67,50,0
0,70,47,0
0.44,55,48,1
0,63,45,0
0,68,42,0
0,75,46,0
0,87,54,0
0,62,54,0
0,64,53,0
0,68,52,0
0.45,55,48,1
0.02,59,46,1
0,60,45,0
0.16,56,46,1
0.11,62,47,1
0.5,63,55,1
0.25,60,50,1
0.43,59,46,1
0,65,42,0
0,67,48,0
0.02,65,48,1
0,68,53,0
0,59,51,0
0.21,66,50,1
0,67,49,0
0.17,70,50,1
0.15,61,51,1
0,59,49,0
0,68,49,0
0,70,51,0
0,64,48,0
0,65,49,0
0,66,45,0
0,77,56,0
0,72,51,0
0,69,49,0
0,65,49,0
0,69,49,0
0,74,48,0
0,65,53,0
0,66,51,0
0.03,72,52,1
0.29,66,54,1
0,68,52,0
0,74,51,0
0,85,55,0
0,81,60,0
0,70,56,0
0,71,54,0
0,80,54,0
0,70,55,0
0.01,68,52,1
0,73,55,0
0,79,54,0
0,83,53,0
0,89,54,0
0,94,63,0
0,85,61,0
0,80,58,0
0,81,54,0
0,82,59,0
0,83,55,0
0,74,56,0
0,75,51,0
0,70,46,0
0,75,48,0
0,72,49,0
0,68,50,0
0,68,51,0
0,67,51,0
0.49,54,50,1
0,68,46,0
0,73,49,0
0,77,50,0
0,77,50,0
